,player_id,team_id,team_name,player_name,level_y,country_y,matches_played,cumulative_conceded,cumulative_pass_value,cumulative_claims,cumulative_saves,attempted_passes,level_weight,rate_conceded,rate_claims,rate_saves,success_rate_passes,percentile_rate_conceded,percentile_rate_claims,percentile_rate_saves,percentile_pass_success,general_metric,general_metric_rank,player_role,cumulative_progressive,cumulative_tackle_value,cumulative_int_value,cumulative_block_value,cumulative_clearance_value,cumulative_rec_value,cumulative_g_duel_value,cumulative_a_duel_value,cumulative_cross_value,cumulative_shots,cumulative_is_goal,cumulative_progressivecv,cumulative_key_pass_value,cumulative_dribble_value,cumulative_assist,attempted_tackles,attempted_ground_duels,attempted_aerial_duels,attempted_crosses,attempted_dribbles,attempted_shots,rate_progressive,rate_progressive_carries,rate_clearance_value,rate_rec_value,rate_int_value,rate_block_value,rate_carries,success_rate_tackles,success_rate_ground_duels,success_rate_aerial_duels,success_rate_crosses,success_rate_dribbles,shot_accuracy,percentile_success_rate_passes,percentile_success_rate_tackles,percentile_rate_int_value,percentile_rate_block_value,percentile_success_rate_ground_duels,percentile_success_rate_aerial_duels,percentile_rate_clearance_value,percentile_success_rate_crosses,percentile_rate_progressive,percentile_rate_rec_value,cumulative_ground_duel_value,cumulative_aerial_duel_value,attempted_key_passes,attempted_assists,rate_key_pass_value,rate_dribble_value,rate_assist,rate_ground_duels,rate_aerial_duels,rate_tackle_value,success_rate_key_passes,success_rate_assists,percentile_pass_value,percentile_progressive,percentile_key_pass_value,percentile_dribble_value,percentile_tackle_value,percentile_ground_duels,percentile_aerial_duels,percentile_assists,rate_goals,percentile_goals,cumulative_dribbles,cumulative_assists,cumulative_crosses,cumulative_ground_duels,cumulative_aerial_duels,rate_dribbles,rate_shots,rate_assists,rate_crosses,success_rate_shots,percentile_dribbles,percentile_shots,percentile_crosses
2340,6528475c8feccbcf520f3e73,6521ca066c7c696507b2ef4a,R2 finesse football academy,Duke Sunday,Under 21,Nigeria,1,,5.0,,,6.0,0.8,,,,0.8333333333333334,,,,,0.36,19.153225806451612,Central Midfielder,2.0,0.0,0.0,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,2.0,0.0,,,0.0,,,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.625,25.705645161290324,31.75403225806452,27.116935483870968,18.951612903225808,38.91129032258064,31.75403225806452,42.84274193548387,,,,,,,,,,,,,,,
2605,6528475c8feccbcf520f3e73,6521ca066c7c696507b2ef4a,R2 finesse football academy,Duke Sunday,Under 21,Nigeria,14,,139.0,,,180.0,0.8,,,,0.7722222222222223,,,,,0.9111682539682541,54.666666666666664,"Attacking Midfielder,Central Midfielder,Defensive Midfielder",58.0,4.0,18.0,,,,,,,2.0,0.0,0.0,4.0,3.0,2.0,7.0,10.0,6.0,,3.0,0.0,4.142857142857143,0.0,,,1.2857142857142858,,,0.5714285714285714,0.7,0.5,,1.0,0.0,,,,,,,,,,,7.0,3.0,0.0,0.0,0.2857142857142857,0.21428571428571427,0.14285714285714285,0.5,0.21428571428571427,0.2857142857142857,0.0,0.0,52.53333333333333,45.86666666666667,66.53333333333333,84.8,48.8,80.80000000000001,77.86666666666666,85.2,0.0,39.86666666666667,,,,,,,,,,,,,
3779,65cd5119b1185e6737ceeb3a,64456b49d6d0ac78cefebde7,Sporting Lagos,Durugbor Pascal,First Team,Nigeria,1,,,,,,1.0,,,,,,,,,0.21,47.96992481203007,Center Forward ,,,,,,,,,,1.0,0.0,1.0,0.0,,,,0.0,1.0,4.0,0.0,1.0,,1.0,,,,,,,0.0,0.0,0.25,0.0,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,,,,,,31.57894736842105,,,37.96992481203007,30.67669172932331,42.18045112781955,0.0,34.285714285714285,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,30.15037593984962,94.4360902255639,83.30827067669173
1595,65df3ab9aebeab1522a72aea,6582efea4a4a5cea4b3e55d3,ACCRA ATHLETIC FOOTBALL CLUB,EDMUND AFURAPOE,First Team,Ghana,3,,74.0,,,96.0,1.0,,,,0.7708333333333334,,,,,3.6439583333333334,99.71014492753623,"Defensive Midfielder,Center Back,Central Midfielder",64.0,2.0,19.0,,,,,,,1.0,0.0,1.0,0.0,0.0,0.0,4.0,3.0,3.0,,0.0,0.0,21.333333333333332,0.3333333333333333,,,6.333333333333333,,,0.5,0.6666666666666666,1.0,,0.0,0.0,,,,,,,,,,,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,1.0,0.6666666666666666,0.0,0.0,38.98550724637681,97.68115942028986,33.18840579710145,26.3768115942029,37.2463768115942,76.08695652173914,87.97101449275362,,,,,,,,,,,,,,,,
4037,645b858010ce605aad89c86b,63e3c2bc1406209aba008dce,Reality FA,EMEKA OFOR,First Team,Nigeria,1,,,,,,1.0,,,,,,,,,0.0,9.323308270676693,"Supporting Striker,Center Forward",,,,,,,,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,,0.0,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,,,,,,31.57894736842105,,,37.96992481203007,30.67669172932331,42.18045112781955,0.0,34.285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.15037593984962,20.225563909774436,38.27067669172932
1280,66f3038e80eae49617d20397,65e698f8910a6d54ed319076,Bucknor FC/Academy,EMMANUEL AGAGA,Under 23,Nigeria,1,,7.0,,,9.0,0.9,,,,0.7777777777777778,,,,,1.807,50.40128410914928,"Center Back,Right Back,Defensive Midfielder",7.0,0.0,3.0,1.0,3.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,7.0,0.0,3.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,47.03049759229535,13.402889245585875,70.86677367576245,82.5040128410915,35.63402889245586,87.56019261637239,51.28410914927769,97.6725521669342,31.219903691813805,50.08025682182986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495,66429df0c87610d31e766492,663a1fbe05bec6a6f17ed1a4,NSOATREMAN FOOTBALL CLUB,EMMANUEL AMOAH,First Team,Ghana,1,,19.0,,,23.0,1.0,,,,0.8260869565217391,,,,,1.557391304347826,84.0,"Attacking Midfielder,Right Midfielder,Right Winger",9.0,1.0,2.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,9.0,0.0,,,2.0,,,1.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,70.93333333333334,79.60000000000001,29.86666666666667,27.866666666666667,84.13333333333334,36.8,33.2,41.86666666666667,0.0,39.86666666666667,,,,,,,,,,,,,
838,666723f1eab46fe82ebd36bc,6666d8beeab46fe82ebd24b6,CHOSEN GENERATION FOOTBALL CLUB,EMMANUEL KEHINDE,Under 23,Nigeria,1,,2.0,,,7.0,0.9,,,,0.2857142857142857,,,,,1.3247142857142857,39.701492537313435,"Left Back,Left Midfielder,Left Winger,Right Winger",3.0,2.0,3.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,1.0,0.0,1.0,2.0,0.0,3.0,0.0,7.0,0.0,3.0,0.0,0.0,0.6666666666666666,1.0,0.0,0.0,1.0,0.0,1.791044776119403,43.73134328358209,72.23880597014926,26.865671641791046,90.14925373134328,24.17910447761194,94.92537313432837,30.29850746268657,15.970149253731345,50.14925373134328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1941,65d4d4aca73a836db8d8c159,6582efea4a4a5cea4b3e55d3,ACCRA ATHLETIC FOOTBALL CLUB,EMMANUEL OWUSU,First Team,Ghana,2,,66.0,,,83.0,1.0,,,,0.7951807228915663,,,,,3.9831325301204816,99.59677419354838,"Central Midfielder,Attacking Midfielder,Right Midfielder,Left Midfielder",44.0,2.0,6.0,,,,,,,1.0,0.0,0.0,2.0,0.0,1.0,2.0,1.0,4.0,,0.0,0.0,22.0,0.0,,,3.0,,,1.0,1.0,0.5,,0.0,0.0,,,,,,,,,,,1.0,2.0,0.0,0.0,1.0,0.0,0.5,0.5,1.0,1.0,0.0,0.0,50.201612903225815,97.88306451612904,94.05241935483872,27.116935483870968,82.15725806451613,92.84274193548387,71.875,94.85887096774194,,,,,,,,,,,,,,,
990,65df34b2aebeab1522a729e9,6582efea4a4a5cea4b3e55d3,ACCRA ATHLETIC FOOTBALL CLUB,ERIC ADJEI,First Team,Ghana,3,,57.0,,,68.0,1.0,,,,0.8382352941176471,,,,,4.316323529411765,96.95024077046548,"Center Back,Defensive Midfielder,Right Back",52.0,2.0,23.0,1.0,10.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,4.0,0.0,1.0,0.0,17.333333333333332,0.0,3.3333333333333335,0.0,7.666666666666667,0.3333333333333333,0.0,1.0,1.0,0.75,0.0,1.0,0.0,68.53932584269663,83.22632423756019,98.31460674157303,50.88282504012841,90.4494382022472,64.04494382022472,55.37720706260032,42.45585874799358,84.02889245585875,50.08025682182986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
653,66432db9c87610d31e766c35,663a1fbe05bec6a6f17ed1a4,NSOATREMAN FOOTBALL CLUB,ERIC BONSU OSEI,First Team,Ghana,3,,74.0,,,103.0,1.0,,,,0.7184466019417476,,,,,3.4671224379719523,94.92537313432837,"Left Back,Left Midfielder",49.0,2.0,14.0,2.0,8.0,0.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,4.0,9.0,2.0,0.0,16.333333333333332,0.0,2.6666666666666665,0.0,4.666666666666667,0.6666666666666666,0.0,0.6666666666666666,0.0,0.25,0.1111111111111111,0.5,0.0,27.164179104477608,43.73134328358209,87.61194029850746,76.71641791044776,35.97014925373134,48.656716417910445,63.28358208955224,62.089552238805965,80.74626865671641,50.14925373134328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1294,64e7a809bca2b71c4cd795b5,64e75870bca2b71c4cd794bf,Hyraj FC,Eazy Izegwire,Under 21,Nigeria,5,,118.0,,,129.0,0.8,,,,0.9147286821705426,,,,,1.7435782945736436,48.154093097913325,Center Back,53.0,2.0,3.0,4.0,7.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,1.0,0.0,10.6,0.2,1.4,0.0,0.6,0.8,0.2,0.5,1.0,1.0,0.0,0.0,0.0,89.08507223113965,32.66452648475121,18.298555377207062,75.20064205457464,90.4494382022472,87.56019261637239,27.608346709470304,42.45585874799358,51.84590690208668,50.08025682182986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3031,65957f17317014301ec2ba1c,6595321228882d68f7af4b39,Isle Of Hope Sports Academy,Eben Tomi,Under 21,Cameroon,2,,,,,,0.8,,,,,,,,,0.17200000000000001,37.35795454545455,Left Winger,,,,,,,,,,0.0,0.0,3.0,0.0,,,,0.0,1.0,3.0,1.0,0.0,,1.5,,,,,,,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,,,,,,27.130681818181817,,,40.19886363636363,32.38636363636363,43.60795454545455,0.0,34.80113636363637,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,85.79545454545455,24.289772727272727,32.24431818181818
1556,668abacd72c0721424e3fea6,668aadd172c0721424e3f8f7,Ghana U17 Men,Ebenezer Adolf,Under 17,Ghana,2,,11.0,,,13.0,0.6,,,,0.8461538461538461,,,,,0.32376923076923075,6.099518459069021,Center Back,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,72.47191011235955,13.402889245585875,7.223113964686998,21.187800963081862,35.63402889245586,19.903691813804173,5.617977528089887,42.45585874799358,16.37239165329053,50.08025682182986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2984,668abe5272c0721424e3feff,668aadd172c0721424e3f8f7,Ghana U17 Men,Ebenezer Anane,Under 17,Ghana,3,,,,,,0.6,,,,,,,,,0.238,50.56818181818182,"Left Winger,Right Winger",,,,,,,,,,1.0,0.0,0.0,1.0,,,,0.0,0.0,0.0,3.0,1.0,,0.0,,,,,,,0.0,0.0,0.0,0.6666666666666666,,,,,,,,,,,,,,,,0.3333333333333333,,,0.0,0.0,,,,,,66.61931818181817,,,40.19886363636363,32.38636363636363,43.60795454545455,0.0,34.80113636363637,2.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,1.0,62.21590909090909,94.46022727272727,32.24431818181818
49,65a56000aa946d4ba03eec5b,65a5243c9b7a8e25ec135914,Sporting Lagos Football Academy,Ebenezer Harcourt,Under 19,Nigeria,5,5.0,92.0,0.0,17.0,127.0,0.7,1.0,0.0,3.4,0.7244094488188977,41.69550173010381,26.124567474048444,91.00346020761245,46.31578947368421,1.1007086614173227,82.80701754385966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3474,66ce5225e00c3ce2e82c42eb,65aecb2d14a09756237abcf3,Osun United FC,Ebenezer Odeyemi,First Team,Nigeria,2,,,,,,1.0,,,,,,,,,0.5225000000000001,93.83458646616542,Center Forward,,,,,,,,,,3.0,1.0,0.0,2.0,,,,2.0,4.0,0.0,0.0,4.0,,0.0,,,,,,,0.5,0.25,0.0,0.0,,,,,,,,,,,,,,,,1.0,,,0.5,0.5,,,,,,92.55639097744361,,,80.22556390977444,63.68421052631579,96.69172932330827,0.5,83.00751879699249,0.0,1.0,0.0,1.0,1.0,0.0,1.5,0.5,0.0,0.75,30.15037593984962,83.53383458646616,38.27067669172932
2269,65760323f5566ec911229118,6521ca066c7c696507b2ef4a,R2 finesse football academy,Ebere Nwabueze,Under 21,Nigeria,4,,39.0,,,44.0,0.8,,,,0.8863636363636364,,,,,0.6036363636363637,33.46774193548387,Central Midfielder,14.0,0.0,7.0,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,2.0,4.0,0.0,,0.0,0.0,3.5,0.0,,,1.75,,,0.0,0.25,0.0,,0.0,0.0,,,,,,,,,,,1.0,0.0,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.0,0.0,80.44354838709677,36.49193548387097,67.64112903225806,27.116935483870968,18.951612903225808,77.92338709677419,31.75403225806452,42.84274193548387,,,,,,,,,,,,,,,
4071,66d8351861970c0178238942,66cf7dd32398c99c1709d003,Super Accurate Football Academy,Ebigbo Nnaemeka,Under 17,Nigeria,2,,,,,,0.6,,,,,,,,,0.0,9.323308270676693,"Center Forward,Supporting Striker,Right Winger,Left Winger",,,,,,,,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,2.0,0.0,0.0,,0.0,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,,,,,,31.57894736842105,,,37.96992481203007,30.67669172932331,42.18045112781955,0.0,34.285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.15037593984962,20.225563909774436,38.27067669172932
743,66a2b45c4ed45b64809406ef,65d261a3570922a394211296,Ojodu City FC,Ebogu Japhet Osita,Under 21,Nigeria,4,,49.0,,,61.0,0.8,,,,0.8032786885245902,,,,,1.9915956284153005,68.05970149253731,Left Back,57.0,1.0,3.0,0.0,6.0,0.0,0.0,0.0,4.0,2.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,0.0,13.0,3.0,0.0,14.25,0.25,1.5,0.0,0.75,0.0,0.25,0.3333333333333333,0.0,0.0,0.3076923076923077,0.6666666666666666,0.0,57.611940298507456,25.970149253731346,22.238805970149254,26.865671641791046,35.97014925373134,24.17910447761194,47.91044776119403,85.97014925373134,77.91044776119404,50.14925373134328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006,661491132c9f554574904858,66148a432c9f5545749047bc,Aljazera Sports Academy Muyuka,Ebombe Francis Ndialle,Under 21,Cameroon,2,,38.0,,,53.0,0.8,,,,0.7169811320754716,,,,,3.7013584905660375,94.3820224719101,Center Back,47.0,2.0,12.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,23.5,0.0,4.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,32.42375601926163,83.22632423756019,94.62279293739968,21.187800963081862,35.63402889245586,19.903691813804173,66.53290529695025,42.45585874799358,92.93739967897271,50.08025682182986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413,66148d662c9f55457490480e,66148a432c9f5545749047bc,Aljazera Sports Academy Muyuka,Ebong Simon Jawela,Under 21,Cameroon,2,,14.0,,,26.0,0.8,,,,0.5384615384615384,,,,,2.0973626373626373,64.26512968299711,Right Back,21.0,4.0,11.0,1.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,7.0,0.0,1.0,7.0,2.0,0.0,10.5,0.5,3.0,0.0,5.5,0.5,0.5,0.5714285714285714,0.0,0.0,0.14285714285714285,1.0,0.0,10.230547550432277,38.90489913544668,96.82997118155619,69.7406340057637,35.158501440922194,24.927953890489913,71.46974063400576,64.26512968299711,55.61959654178674,50.14409221902017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2258,65b8bf7a7db4ff5d305ec9ec,65aae2df7c1f3f9c7c3fda80,Box2Box FC,Ebube Anisiobi,Under 21,Nigeria,4,,25.0,,,33.0,0.8,,,,0.7575757575757576,,,,,0.636995670995671,35.685483870967744,Central Midfielder,13.0,4.0,2.0,,,,,,,2.0,0.0,0.0,0.0,2.0,0.0,7.0,0.0,0.0,,3.0,0.0,3.25,0.0,,,0.5,,,0.5714285714285714,0.0,0.0,,0.6666666666666666,0.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,36.189516129032256,34.87903225806452,31.75403225806452,62.701612903225815,44.858870967741936,38.91129032258064,31.75403225806452,42.84274193548387,,,,,,,,,,,,,,,
917,6576d82681e33df90d401b69,6521ca066c7c696507b2ef4a,R2 finesse football academy,Ebube Iheanobi,Under 21,Nigeria,2,,12.0,,,17.0,0.8,,,,0.7058823529411765,,,,,0.6804705882352942,16.119402985074625,Left Back,4.0,0.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.5,1.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,25.82089552238806,11.791044776119403,42.23880597014925,94.77611940298507,35.97014925373134,86.56716417910447,10.44776119402985,30.29850746268657,9.104477611940299,50.14925373134328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3536,65b4faebe096ddf6b129db35,65b4e1408234fe3a9dfa3b48,G12 FC,Ebube Ihuko,Under 19,Nigeria,2,,,,,,0.7,,,,,,,,,0.43400000000000005,84.51127819548873,Center Forward ,,,,,,,,,,1.0,0.0,0.0,4.0,,,,0.0,2.0,0.0,1.0,2.0,,0.0,,,,,,,0.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,2.0,,,0.0,1.0,,,,,,99.09774436090225,,,37.96992481203007,94.28571428571428,42.18045112781955,0.0,34.285714285714285,1.0,0.0,0.0,0.0,2.0,0.5,0.5,0.0,0.0,0.5,87.89473684210526,61.503759398496236,38.27067669172932
248,64b0876e78e816d6be78b741,63ea77a4ebc7c4362fd4947f,Atlantic Business FC,Ebube Omah,Under 21,Nigeria,2,0.0,22.0,0.0,0.0,26.0,0.8,0.0,0.0,0.0,0.8461538461538461,8.131487889273355,26.124567474048444,6.920415224913495,73.68421052631578,0.0676923076923077,12.982456140350877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3393,662e9be43b9d61e75e7decc5,662e918d3b9d61e75e7dec4f,AS Racine FC,Ebube Ozoh,Under 21,Nigeria,1,,,,,,0.0,,,,,,,,,0.0,48.33948339483395,Right Winger,,,,,,,,,,2.0,1.0,0.0,0.0,,,,0.0,0.0,2.0,0.0,3.0,,0.0,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,,,,,,30.627306273062732,,,37.08487084870848,34.87084870848708,41.32841328413284,1.0,97.7859778597786,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.6666666666666666,23.985239852398525,83.39483394833948,32.10332103321033
35,66b50e65df98ff96386a5ffc,65aae2df7c1f3f9c7c3fda80,Box2Box FC,Ebuka Chimezie,Under 21,Nigeria,3,1.0,25.0,1.0,9.0,42.0,0.8,0.3333333333333333,0.3333333333333333,3.0,0.5952380952380952,16.608996539792386,60.89965397923876,84.77508650519032,20.0,1.2742857142857145,87.89473684210526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,6710b0ed04398d5f2fb1c999,6626fcf9a629e9d9eb580f7b,First Bank FC,Ebuka Enoch,Under 23,Nigeria,3,3.0,54.0,3.0,9.0,68.0,0.9,1.0,1.0,3.0,0.7941176470588235,41.69550173010381,82.52595155709342,84.77508650519032,60.35087719298245,1.5114705882352941,92.63157894736842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2119,6639421325225e9de4577f26,6626fcf9a629e9d9eb580f7b,First Bank FC,Ebuka Evans Enoch,Under 23,Nigeria,1,,7.0,,,13.0,0.9,,,,0.5384615384615384,,,,,1.1672307692307693,63.70967741935484,Central Midfielder,8.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,8.0,0.0,,,0.0,,,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.274193548387096,68.54838709677419,31.75403225806452,27.116935483870968,18.951612903225808,38.91129032258064,31.75403225806452,42.84274193548387,,,,,,,,,,,,,,,
2396,664402dc750ffb545f3c81ff,65a01a7c8d3de955dd18a044,FC Ebedei,Ebuka Eze,Under 21,Nigeria,2,,2.0,,,2.0,0.8,,,,1.0,,,,,0.20400000000000001,7.862903225806452,Central Midfielder,1.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.5,0.0,,,0.0,,,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.55645161290323,9.576612903225806,31.75403225806452,27.116935483870968,18.951612903225808,38.91129032258064,31.75403225806452,42.84274193548387,,,,,,,,,,,,,,,
3734,65c1601cf4f04a32d5ca8640,6593f9b2967a59206b3abb68,Broad City FC,Ebuka Ezenwafor,Under 19,Nigeria,1,,,,,,0.7,,,,,,,,,0.24499999999999997,54.58646616541354,Center Forward ,,,,,,,,,,0.0,0.0,0.0,2.0,,,,1.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,2.0,,,1.0,0.0,,,,,,99.09774436090225,,,93.00751879699249,30.67669172932331,42.18045112781955,0.0,34.285714285714285,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,30.15037593984962,20.225563909774436,38.27067669172932
2292,6625bb514d4ad7ad4e34229a,65ddbe941210f28c0e4a5267,Magic Stars FC,Ebuka Junior Adiele,Under 21,Nigeria,1,,4.0,,,6.0,0.8,,,,0.6666666666666666,,,,,0.512,28.830645161290324,Central Midfielder,2.0,0.0,2.0,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,0.0,0.0,2.0,0.0,,,2.0,,,0.0,0.0,1.0,,0.0,0.0,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,18.447580645161292,25.705645161290324,31.75403225806452,27.116935483870968,18.951612903225808,38.91129032258064,91.33064516129032,98.28629032258065,,,,,,,,,,,,,,,
2854,6625bb514d4ad7ad4e34229a,65ddbe941210f28c0e4a5267,Magic Stars FC,Ebuka Junior Adiele,Under 21,Nigeria,3,,,,,,0.8,,,,,,,,,0.49466666666666675,87.5,"Left Winger,Right Winger",,,,,,,,,,1.0,0.0,2.0,1.0,,,,1.0,6.0,4.0,3.0,1.0,,0.6666666666666666,,,,,,,1.0,0.16666666666666666,0.0,1.0,,,,,,,,,,,,,,,,0.3333333333333333,,,0.3333333333333333,0.3333333333333333,,,,,,66.61931818181817,,,94.0340909090909,64.77272727272727,43.60795454545455,0.0,34.80113636363637,3.0,0.0,0.0,1.0,1.0,1.0,0.3333333333333333,0.0,0.0,1.0,85.79545454545455,94.46022727272727,32.24431818181818
224,65a91d67ac64f330c2fc42cd,65a91bc0ac64f330c2fc427f,Ajuwa FA,Ebuka Odili,Under 21,Nigeria,3,2.0,41.0,0.0,2.0,58.0,0.8,0.6666666666666666,0.0,0.6666666666666666,0.7068965517241379,24.91349480968858,26.124567474048444,19.377162629757784,41.578947368421055,0.21655172413793108,21.403508771929825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3739,663002009552eb896e455cce,662ffd919552eb896e455834,Collins Edwin Sports Club,Ebuka Okeke,Under 21,Nigeria,1,,,,,,0.8,,,,,,,,,0.2412,53.984962406015036,Center Forward,,,,,,,,,,0.0,0.0,0.0,0.0,,,,0.0,4.0,5.0,2.0,1.0,,0.0,,,,,,,0.0,0.75,0.2,0.5,,,,,,,,,,,,,,,,0.0,,,0.0,3.0,,,,,,31.57894736842105,,,37.96992481203007,86.8421052631579,42.18045112781955,0.0,34.285714285714285,1.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,65.18796992481202,20.225563909774436,80.67669172932331
3606,65ee4c35c1d4f4a38095e0ca,65ee49c0a68897425d090a28,Enyimba FC U-17,Ebuka Ucheagwu,Under 17,Nigeria,1,,,,,,0.6,,,,,,,,,0.34800000000000003,73.98496240601504,Center Forward ,,,,,,,,,,2.0,1.0,0.0,2.0,,,,0.0,0.0,1.0,0.0,2.0,,0.0,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,2.0,,,0.0,0.0,,,,,,99.09774436090225,,,37.96992481203007,30.67669172932331,42.18045112781955,1.0,94.3609022556391,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,30.15037593984962,94.4360902255639,38.27067669172932
